"Id","MSSubClass","MSZoning","LotFrontage","LotArea","Street","Alley","LotShape","LandContour","Utilities","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","PoolQC","Fence","MiscFeature","MiscVal","MoSold","YrSold","SaleType","SaleCondition","SalePrice"
158,60,"RL",92,12003,"Pave","0","Reg","Lvl","AllPub","Corner","Gtl","Timber","Norm","Norm","1Fam","2Story",8,5,2009,2010,"Gable","CompShg","VinylSd","VinylSd","BrkFace",84,"Gd","TA","PConc","0","Po","Mn","Rec",0,"Rec",0,774,774,"GasA","Ex","Y","SBrkr",774,1194,0,1968,0,0,2,1,4,1,"Ex",8,"Typ",1,"Fa","Basment","2009","0",3,680,"Po","Po","Y",0,75,0,0,0,0,"0","0","0",0,5,2010,"New","Partial",269500
159,60,"FV",100,12552,"Pave","0","Reg","Lvl","AllPub","Corner","Gtl","Somerst","Norm","Norm","1Fam","2Story",7,5,2004,2005,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Fa","Po","Mn","BLQ",222,"Rec",0,769,991,"GasA","Ex","Y","SBrkr",991,956,0,1947,0,0,2,1,3,1,"Gd",8,"Typ",1,"Fa","2Types","2004","Fin",2,678,"Po","Po","Y",0,136,0,0,0,0,"0","GdPrv","0",0,5,2010,"WD","Normal",254900
160,60,"RL",134,19378,"Pave","0","IR1","HLS","AllPub","Corner","Gtl","Gilbert","Norm","Norm","1Fam","2Story",7,5,2005,2006,"Gable","CompShg","VinylSd","VinylSd","BrkFace",456,"Gd","TA","PConc","Fa","Po","Gd","BLQ",57,"Rec",0,1335,1392,"GasA","Ex","Y","SBrkr",1392,1070,0,2462,1,0,2,1,4,1,"Gd",9,"Typ",1,"Fa","2Types","2006","Fin",2,576,"Po","Po","Y",239,132,0,168,0,0,"0","0","0",0,3,2006,"New","Partial",320000
161,20,"RL",70.0499583680267,11120,"Pave","0","IR1","Lvl","AllPub","CulDSac","Gtl","Veenker","Norm","Norm","1Fam","1Story",6,6,1984,1984,"Gable","CompShg","Plywood","Plywood","None",0,"TA","TA","PConc","Fa","Po","Mn","ALQ",660,"Rec",0,572,1232,"GasA","TA","Y","SBrkr",1232,0,0,1232,0,0,2,0,3,1,"TA",6,"Typ",0,"0","2Types","1984","RFn",2,516,"Po","Po","Y",0,0,0,0,0,0,"0","0","0",0,6,2008,"WD","Normal",162500
162,60,"RL",110,13688,"Pave","0","IR1","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","1Fam","2Story",9,5,2003,2004,"Gable","CompShg","VinylSd","VinylSd","BrkFace",664,"Gd","TA","PConc","0","Po","0","BLQ",1016,"Rec",0,556,1572,"GasA","Ex","Y","SBrkr",1572,1096,0,2668,1,0,2,1,3,1,"Ex",10,"Typ",2,"Fa","Basment","2003","0",3,726,"Po","Po","Y",400,0,0,0,0,0,"0","0","0",0,3,2008,"WD","Normal",412500
163,20,"RL",95,12182,"Pave","0","Reg","Lvl","AllPub","Corner","Gtl","NridgHt","Norm","Norm","1Fam","1Story",7,5,2005,2005,"Gable","CompShg","VinylSd","VinylSd","BrkFace",226,"Gd","TA","PConc","Fa","Po","Gd","ALQ",1201,"Rec",0,340,1541,"GasA","Ex","Y","SBrkr",1541,0,0,1541,0,0,2,0,3,1,"Gd",7,"Typ",1,"Fa","2Types","2005","Fin",2,532,"Po","Po","Y",0,70,0,0,0,0,"0","0","0",0,5,2010,"New","Partial",220000
164,45,"RL",55,5500,"Pave","0","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","1.5Unf",4,6,1956,1956,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","Gd","Po","Mn","Rec",0,"Rec",0,882,882,"GasA","Ex","Y","SBrkr",882,0,0,882,0,0,1,0,1,1,"TA",4,"Typ",0,"0","0","1980","0",0,0,"0","0","Y",0,0,0,0,0,0,"0","GdWo","0",0,4,2007,"WD","Normal",103200
165,40,"RM",40,5400,"Pave","Grvl","Reg","Lvl","AllPub","Corner","Gtl","OldTown","Norm","Norm","1Fam","1Story",6,7,1926,2004,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","Gd","BrkTil","Gd","Po","Gd","GLQ",370,"Rec",0,779,1149,"GasA","Gd","Y","FuseA",1149,467,0,1616,0,0,2,0,3,1,"Gd",5,"Typ",0,"0","CarPort","1926","RFn",1,216,"Po","Po","Y",0,0,183,0,0,0,"0","0","0",0,10,2007,"WD","Normal",152000
166,190,"RL",62,10106,"Pave","0","Reg","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","2fmCon","1.5Fin",5,7,1940,1999,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","Gd","BrkTil","Gd","Po","Mn","0",351,"LwQ",181,112,644,"GasA","Gd","Y","SBrkr",808,547,0,1355,1,0,2,0,4,2,"TA",6,"Typ",0,"0","0","1980","0",0,0,"0","0","Y",140,0,0,0,0,0,"0","0","0",0,9,2008,"WD","Normal",127500
167,20,"RL",70.0499583680267,10708,"Pave","0","IR1","Lvl","AllPub","Inside","Gtl","ClearCr","Norm","Norm","1Fam","1Story",5,5,1955,1993,"Hip","CompShg","Wd Sdng","Wd Sdng","None",0,"Gd","TA","CBlock","Gd","Po","Mn","GLQ",379,"ALQ",768,470,1617,"GasA","Ex","Y","FuseA",1867,0,0,1867,1,0,1,0,2,1,"TA",7,"Typ",3,"Fa","2Types","1955","0",1,303,"Po","Po","Y",476,0,0,0,142,0,"0","GdPrv","0",0,11,2009,"COD","Normal",190000
168,60,"RL",86,10562,"Pave","0","Reg","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","1Fam","2Story",8,5,2007,2007,"Gable","CompShg","VinylSd","VinylSd","Stone",300,"Gd","TA","PConc","0","Po","Mn","BLQ",1288,"Rec",0,294,1582,"GasA","Ex","Y","SBrkr",1610,551,0,2161,1,0,1,1,3,1,"Ex",8,"Typ",1,"Fa","2Types","2007","0",3,789,"Po","Po","Y",178,120,0,0,0,0,"0","0","0",0,11,2007,"New","Partial",325624
169,60,"RL",62,8244,"Pave","0","IR1","Lvl","AllPub","Inside","Gtl","Gilbert","Norm","Norm","1Fam","2Story",7,5,2004,2004,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Fa","Po","Mn","Rec",0,"Rec",0,840,840,"GasA","Ex","Y","SBrkr",840,880,0,1720,0,0,2,1,3,1,"Gd",7,"Typ",1,"Fa","2Types","2004","0",2,440,"Po","Po","Y",100,48,0,0,0,0,"0","0","0",0,5,2007,"WD","Normal",183500
170,20,"RL",70.0499583680267,16669,"Pave","0","IR1","Lvl","AllPub","Corner","Gtl","Timber","Norm","Norm","1Fam","1Story",8,6,1981,1981,"Hip","WdShake","Plywood","Plywood","BrkFace",653,"Gd","TA","CBlock","Fa","Po","Mn","Rec",0,"Rec",0,1686,1686,"GasA","TA","Y","SBrkr",1707,0,0,1707,0,0,2,1,2,1,"TA",6,"Typ",1,"Po","2Types","1981","Fin",2,511,"Po","Po","Y",574,64,0,0,0,0,"0","0","0",0,1,2006,"WD","Normal",228000
171,50,"RM",70.0499583680267,12358,"Pave","0","IR1","Lvl","AllPub","Inside","Gtl","OldTown","Feedr","Norm","1Fam","1.5Fin",5,6,1941,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","Gd","Po","Mn","LwQ",360,"Rec",0,360,720,"GasA","TA","Y","SBrkr",854,0,528,1382,0,0,1,1,2,1,"TA",7,"Typ",0,"0","CarPort","1991","RFn",2,660,"Po","Po","Y",237,0,0,0,0,0,"0","0","0",0,5,2007,"WD","Normal",128500
172,20,"RL",141,31770,"Pave","0","IR1","Lvl","AllPub","Corner","Gtl","NAmes","Norm","Norm","1Fam","1Story",6,5,1960,1960,"Hip","CompShg","BrkFace","Plywood","Stone",112,"TA","TA","CBlock","Gd","Fa","Av","ALQ",639,"Rec",0,441,1080,"GasA","Fa","Y","SBrkr",1656,0,0,1656,1,0,1,0,3,1,"TA",7,"Typ",2,"Fa","2Types","1960","0",2,528,"Po","Po","P",210,62,0,0,0,0,"0","0","0",0,5,2010,"WD","Normal",215000
173,160,"RL",44,5306,"Pave","0","IR1","Lvl","AllPub","Inside","Gtl","StoneBr","Norm","Norm","TwnhsE","2Story",7,7,1987,1987,"Gable","CompShg","HdBoard","HdBoard","None",0,"Gd","Gd","PConc","Fa","Fa","Mn","BLQ",495,"LwQ",215,354,1064,"GasA","Gd","Y","SBrkr",1064,703,0,1767,1,0,2,0,2,1,"Gd",5,"Typ",1,"Po","2Types","1987","Fin",2,504,"Fa","Po","Y",441,35,0,0,0,0,"0","0","0",0,6,2006,"WD","Normal",239000
174,20,"RL",80,10197,"Pave","0","IR1","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",6,5,1961,1961,"Gable","CompShg","WdShing","Wd Shng","BrkCmn",491,"TA","TA","CBlock","Gd","Po","Mn","0",288,"LwQ",374,700,1362,"GasA","TA","Y","SBrkr",1362,0,0,1362,1,0,1,1,3,1,"TA",6,"Typ",1,"Po","2Types","1961","RFn",2,504,"Po","Po","Y",0,20,0,0,0,0,"0","0","0",0,6,2008,"COD","Normal",163000
175,20,"RL",47,12416,"Pave","0","IR1","Lvl","AllPub","Inside","Gtl","Timber","Norm","Norm","1Fam","1Story",6,5,1986,1986,"Gable","CompShg","VinylSd","Plywood","Stone",132,"TA","TA","CBlock","Fa","0","Mn","0",1398,"GLQ",208,0,1606,"GasA","TA","Y","SBrkr",1651,0,0,1651,1,0,2,0,3,1,"TA",7,"Min2",1,"Po","2Types","1986","0",2,616,"Po","Po","Y",192,0,0,0,0,0,"0","0","0",0,11,2008,"WD","Normal",184000
176,20,"RL",84,12615,"Pave","0","Reg","Lvl","AllPub","Corner","Gtl","Edwards","Norm","Norm","1Fam","1Story",6,7,1950,2001,"Gable","CompShg","WdShing","Wd Shng","None",0,"TA","TA","CBlock","Gd","Fa","0","0",477,"Rec",0,725,1202,"GasA","TA","Y","SBrkr",2158,0,0,2158,1,0,2,0,4,1,"Gd",7,"Typ",1,"Fa","2Types","1950","RFn",2,576,"Po","Po","Y",0,29,39,0,0,0,"0","GdWo","0",0,6,2007,"WD","Normal",243000
177,60,"RL",97,10029,"Pave","0","IR1","Lvl","AllPub","Corner","Gtl","ClearCr","Norm","Norm","1Fam","2Story",6,5,1988,1989,"Gable","CompShg","Plywood","Plywood","BrkFace",268,"Gd","TA","PConc","Fa","Po","Mn","BLQ",831,"Rec",0,320,1151,"GasA","TA","Y","SBrkr",1164,896,0,2060,0,1,2,1,4,1,"TA",8,"Typ",1,"Po","2Types","1988","RFn",2,521,"Po","Po","Y",0,228,0,0,192,0,"0","0","0",0,9,2007,"WD","Normal",211000
178,50,"RL",70.0499583680267,13650,"Pave","0","Reg","Lvl","AllPub","Inside","Gtl","Sawyer","Norm","Norm","1Fam","1.5Fin",5,5,1958,1958,"Gable","CompShg","MetalSd","MetalSd","None",0,"Gd","Gd","CBlock","Gd","Po","Mn","0",57,"ALQ",441,554,1052,"GasA","Ex","Y","SBrkr",1252,668,0,1920,1,0,2,0,4,1,"Gd",8,"Typ",1,"Fa","2Types","1958","RFn",2,451,"Po","Po","Y",0,0,0,0,0,0,"0","0","0",0,7,2006,"WD","Normal",172500
179,20,"RL",63,17423,"Pave","0","IR1","Lvl","AllPub","CulDSac","Gtl","StoneBr","Norm","Norm","1Fam","1Story",9,5,2008,2009,"Hip","CompShg","VinylSd","VinylSd","Stone",748,"Ex","TA","PConc","0","Po","Mn","BLQ",1904,"Rec",0,312,2216,"GasA","Ex","Y","SBrkr",2234,0,0,2234,1,0,2,0,1,1,"Ex",9,"Typ",1,"Fa","2Types","2009","0",3,1166,"Po","Po","Y",0,60,0,0,0,0,"0","0","0",0,7,2009,"New","Partial",501837
180,30,"RM",60,8520,"Pave","0","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","1Story",5,6,1923,2006,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"Gd","TA","CBlock","Gd","Po","Mn","Rec",0,"Rec",0,968,968,"GasA","TA","Y","SBrkr",968,0,0,968,0,0,1,0,2,1,"TA",5,"Typ",0,"0","CarPort","1935","RFn",2,480,"Ex","Po","N",0,0,184,0,0,0,"0","0","0",0,7,2007,"WD","Normal",100000
181,160,"FV",70.0499583680267,2117,"Pave","0","Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","Twnhs","2Story",6,5,2000,2000,"Gable","CompShg","MetalSd","MetalSd","BrkFace",456,"Gd","TA","PConc","Fa","Po","Mn","BLQ",436,"Rec",0,320,756,"GasA","Ex","Y","SBrkr",769,756,0,1525,0,0,2,1,3,1,"Gd",5,"Typ",1,"Po","CarPort","2000","RFn",2,440,"Po","Po","Y",0,0,0,0,0,0,"0","0","0",0,6,2007,"WD","Normal",177000
182,70,"RL",54,7588,"Pave","0","Reg","Lvl","AllPub","Inside","Gtl","Crawfor","Norm","Norm","1Fam","2Story",7,6,1920,1950,"Gable","CompShg","Stucco","Stucco","None",0,"TA","TA","BrkTil","Ex","Po","Mn","GLQ",352,"Rec",0,441,793,"GasA","Gd","Y","SBrkr",901,901,0,1802,0,0,1,1,4,1,"TA",9,"Typ",1,"Fa","CarPort","1920","RFn",1,216,"Ex","Po","Y",0,0,40,0,0,0,"0","0","0",0,7,2006,"WD","Normal",200100
183,20,"RL",60,9060,"Pave","0","Reg","Lvl","AllPub","Inside","Gtl","Edwards","Artery","Norm","1Fam","1Story",5,6,1957,2006,"Hip","CompShg","Wd Sdng","Wd Sdng","BrkFace",98,"TA","TA","PConc","0","0","0","0",0,"0",0,0,0,"GasA","Ex","Y","SBrkr",1340,0,0,1340,0,0,1,0,3,1,"TA",7,"Typ",1,"Fa","2Types","1957","Fin",1,252,"Po","Po","Y",116,0,0,180,0,0,"0","GdWo","0",0,6,2007,"WD","Normal",120000
184,50,"RM",63,11426,"Pave","0","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","1.5Fin",7,5,2003,2003,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","Fa","Po","Mn","Rec",0,"Rec",0,1362,1362,"GasA","Ex","Y","SBrkr",1362,720,0,2082,0,0,2,1,3,1,"Gd",6,"Mod",0,"0","CarPort","2003","RFn",2,484,"Po","Po","N",280,238,0,0,0,0,"0","0","0",0,6,2008,"WD","Normal",200000
185,50,"RL",92,7438,"Pave","0","IR1","Lvl","AllPub","Inside","Gtl","BrkSide","RRAn","Feedr","1Fam","1.5Fin",5,8,1908,1991,"Gable","CompShg","AsbShng","Plywood","None",0,"TA","TA","PConc","Ex","Po","Mn","Rec",0,"Rec",0,504,504,"GasA","Gd","Y","SBrkr",936,316,0,1252,0,0,1,0,3,1,"TA",5,"Typ",0,"0","2Types","1986","RFn",2,576,"Po","Po","Y",104,0,0,0,0,0,"0","GdWo","0",0,6,2006,"WD","Normal",127000
186,75,"RM",90,22950,"Pave","0","IR2","Lvl","AllPub","Inside","Gtl","OldTown","Artery","Norm","1Fam","2.5Fin",10,9,1892,1993,"Gable","WdShngl","Wd Sdng","Wd Sdng","None",0,"Gd","Gd","BrkTil","Gd","Po","Gd","Rec",0,"Rec",0,1107,1107,"GasA","Ex","Y","SBrkr",1518,1518,572,3608,0,0,2,1,4,1,"Ex",12,"Typ",2,"Po","CarPort","1993","RFn",3,840,"0","Po","Y",0,260,0,0,410,0,"0","0","0",0,6,2006,"WD","Normal",475000
187,80,"RL",70.0499583680267,9947,"Pave","0","IR1","Lvl","AllPub","CulDSac","Gtl","Mitchel","Norm","Norm","1Fam","SLvl",7,5,1990,1991,"Gable","CompShg","HdBoard","HdBoard","None",0,"TA","TA","PConc","Fa","Po","0","BLQ",611,"Rec",0,577,1188,"GasA","Ex","Y","SBrkr",1217,0,0,1217,1,0,2,0,3,1,"Gd",6,"Typ",0,"0","2Types","1990","RFn",2,497,"Po","Po","Y",168,27,0,0,0,0,"0","0","0",0,6,2009,"WD","Normal",173000
188,50,"RL",60,10410,"Pave","0","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","1.5Fin",5,7,1916,1987,"Gable","CompShg","HdBoard","HdBoard","None",0,"TA","TA","CBlock","Ex","Po","Mn","Rec",0,"Rec",0,660,660,"GasA","Ex","Y","SBrkr",808,704,144,1656,0,0,2,1,3,1,"TA",8,"Min2",0,"0","CarPort","1916","RFn",1,180,"Ex","Ex","N",0,0,0,140,0,0,"0","GdWo","0",0,8,2009,"WD","Normal",135000
189,90,"RL",64,7018,"Pave","0","Reg","Bnk","AllPub","Inside","Gtl","SawyerW","Feedr","Norm","Duplex","SFoyer",5,5,1979,1979,"Gable","CompShg","Plywood","Plywood","Stone",275,"TA","TA","CBlock","Fa","Po","0","BLQ",1086,"Rec",0,0,1086,"GasA","TA","Y","SBrkr",1224,0,0,1224,2,0,0,2,2,2,"TA",6,"Typ",2,"Po","CarPort","1979","RFn",2,528,"Po","Po","Y",120,0,0,0,0,0,"0","0","0",0,6,2009,"WD","Alloca",153337
190,120,"RL",41,4923,"Pave","0","Reg","Lvl","AllPub","Inside","Gtl","StoneBr","Norm","Norm","TwnhsE","1Story",8,5,2001,2002,"Gable","CompShg","CemntBd","CmentBd","None",0,"Gd","TA","PConc","0","Po","0","BLQ",1153,"Rec",0,440,1593,"GasA","Ex","Y","SBrkr",1593,0,0,1593,1,0,1,1,0,1,"Ex",5,"Typ",1,"Fa","2Types","2001","0",2,682,"Po","Po","Y",0,120,0,0,224,0,"0","0","0",0,8,2008,"WD","Normal",286000
191,70,"RL",70,10570,"Pave","0","Reg","Bnk","AllPub","Inside","Mod","Crawfor","Norm","Norm","1Fam","2Story",8,8,1932,1994,"Hip","CompShg","BrkFace","BrkFace","None",0,"Gd","TA","CBlock","Fa","Fa","Mn","LwQ",297,"Rec",0,556,853,"GasA","TA","Y","SBrkr",1549,1178,0,2727,0,0,2,1,3,1,"Gd",10,"Maj1",2,"Po","CarPort","1932","RFn",2,440,"Po","Po","Y",0,74,0,0,0,0,"0","0","0",0,12,2007,"WD","Normal",315000
192,60,"RL",70.0499583680267,7472,"Pave","0","IR1","Lvl","AllPub","CulDSac","Gtl","NAmes","Norm","Norm","1Fam","2Story",7,9,1972,2004,"Gable","CompShg","HdBoard","HdBoard","BrkFace",138,"TA","TA","CBlock","Gd","Po","Mn","0",626,"Rec",0,99,725,"GasA","Gd","Y","SBrkr",725,754,0,1479,1,0,1,1,4,1,"Gd",7,"Typ",0,"0","2Types","1972","0",2,484,"Po","Po","Y",0,32,0,0,0,0,"0","0","0",0,6,2007,"WD","Normal",184000
193,20,"RL",68,9017,"Pave","0","IR1","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story",7,5,1999,1999,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Fa","Po","0","BLQ",560,"Rec",0,871,1431,"GasA","Ex","Y","SBrkr",1431,0,0,1431,1,0,2,0,3,1,"Gd",6,"Typ",0,"0","2Types","1999","0",2,666,"Po","Po","Y",0,35,0,0,0,0,"0","0","0",0,9,2009,"WD","Normal",192000
194,160,"RM",24,2522,"Pave","0","Reg","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","Twnhs","2Story",7,5,2004,2004,"Gable","CompShg","VinylSd","VinylSd","Stone",50,"Gd","TA","PConc","Fa","Po","Mn","Rec",0,"Rec",0,970,970,"GasA","Ex","Y","SBrkr",970,739,0,1709,0,0,2,0,3,1,"Gd",7,"Maj1",0,"0","CarPort","2004","RFn",2,380,"Po","Po","Y",0,40,0,0,0,0,"0","0","0",0,5,2006,"WD","Normal",130000
195,20,"RL",60,7180,"Pave","0","IR1","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story",5,7,1972,1972,"Hip","CompShg","HdBoard","HdBoard","None",0,"TA","TA","CBlock","Gd","Po","0","0",390,"Rec",0,474,864,"GasA","TA","Y","SBrkr",864,0,0,864,0,0,1,0,3,1,"TA",5,"Typ",0,"0","CarPort","1989","RFn",1,352,"Po","Po","Y",0,0,0,0,0,0,"0","0","0",0,5,2008,"WD","Normal",127000
196,160,"RL",24,2280,"Pave","0","Reg","Lvl","AllPub","FR2","Gtl","NPkVill","Norm","Norm","Twnhs","2Story",6,6,1976,1976,"Gable","CompShg","Plywood","Brk Cmn","None",0,"TA","TA","CBlock","Fa","Po","Mn","0",566,"Rec",0,289,855,"GasA","TA","Y","SBrkr",855,601,0,1456,0,0,2,1,3,1,"TA",7,"Typ",1,"Po","2Types","1976","RFn",2,440,"Po","Po","Y",87,0,0,0,0,0,"0","0","0",0,7,2009,"WD","Normal",148500
197,20,"RL",79,9416,"Pave","0","Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","1Fam","1Story",7,5,2007,2007,"Hip","CompShg","CemntBd","CmentBd","Stone",205,"Ex","TA","PConc","0","Po","Mn","BLQ",1126,"Rec",0,600,1726,"GasA","Ex","Y","SBrkr",1726,0,0,1726,1,0,2,0,3,1,"Ex",8,"Typ",1,"Fa","2Types","2007","0",3,786,"Po","Po","Y",171,138,0,0,266,0,"0","0","0",0,9,2007,"New","Partial",311872
198,75,"RL",174,25419,"Pave","0","Reg","Lvl","AllPub","Corner","Gtl","NAmes","Artery","Norm","1Fam","2Story",8,4,1918,1990,"Gable","CompShg","Stucco","Stucco","None",0,"Gd","Gd","PConc","Gd","Po","Mn","BLQ",1036,"GLQ",184,140,1360,"GasA","Gd","Y","SBrkr",1360,1360,392,3112,1,1,2,0,4,1,"Gd",8,"Typ",1,"0","CarPort","1918","RFn",2,795,"Po","Po","Y",0,16,552,0,0,512,"0","0","0",0,3,2006,"WD","Abnorml",235000
199,75,"RM",92,5520,"Pave","0","Reg","Lvl","AllPub","Corner","Gtl","OldTown","Norm","Norm","1Fam","2.5Fin",6,6,1912,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","Gd","Po","Mn","Rec",0,"Rec",0,755,755,"GasA","Ex","Y","SBrkr",929,929,371,2229,0,0,1,0,5,1,"TA",8,"Typ",0,"0","0","1980","0",0,0,"0","0","Y",0,198,30,0,0,0,"0","GdWo","0",0,7,2009,"WD","Abnorml",104000
200,20,"RL",76,9591,"Pave","0","Reg","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","1Fam","1Story",8,5,2004,2005,"Hip","CompShg","VinylSd","VinylSd","BrkFace",262,"Gd","TA","PConc","0","Po","0","BLQ",1088,"Rec",0,625,1713,"GasA","Ex","Y","SBrkr",1713,0,0,1713,1,0,2,0,3,1,"Ex",7,"Typ",1,"Fa","2Types","2004","0",3,856,"Po","Po","Y",0,26,0,0,170,0,"0","0","0",0,1,2009,"WD","Normal",274900
201,20,"RM",80,8546,"Pave","0","Reg","Lvl","AllPub","Corner","Gtl","Edwards","Norm","Norm","1Fam","1Story",4,5,2003,2004,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","Fa","Po","Mn","Rec",0,"Rec",0,1121,1121,"GasA","Ex","Y","SBrkr",1121,0,0,1121,0,0,2,0,2,1,"TA",5,"Typ",0,"0","2Types","2003","Fin",2,440,"Po","Po","Y",132,64,0,0,0,0,"0","0","0",0,3,2010,"WD","Normal",140000
202,20,"RL",75,10125,"Pave","0","Reg","Lvl","AllPub","Inside","Gtl","Mitchel","Norm","Norm","1Fam","1Story",6,6,1977,1977,"Gable","CompShg","Plywood","Plywood","None",0,"TA","TA","CBlock","Gd","Po","Mn","0",641,"GLQ",279,276,1196,"GasA","TA","Y","SBrkr",1279,0,0,1279,0,1,2,0,3,1,"TA",6,"Typ",2,"Ex","CarPort","1980","RFn",2,473,"Po","Po","Y",238,83,0,0,0,0,"0","GdWo","0",0,2,2008,"WD","Normal",171500
203,50,"RL",50,7000,"Pave","0","Reg","Lvl","AllPub","Corner","Gtl","OldTown","Artery","Norm","1Fam","1.5Fin",6,6,1924,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","Gd","BrkTil","Ex","Po","Mn","GLQ",617,"Rec",0,0,617,"GasA","Gd","Y","SBrkr",865,445,0,1310,0,0,2,0,2,1,"TA",6,"Min1",0,"0","2Types","1924","RFn",1,398,"Po","Po","Y",0,0,126,0,0,0,"0","0","0",0,5,2006,"COD","Normal",112000
204,120,"RM",70.0499583680267,4438,"Pave","0","Reg","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","TwnhsE","1Story",6,5,2004,2004,"Gable","CompShg","VinylSd","VinylSd","BrkFace",205,"Gd","TA","PConc","Fa","Po","0","BLQ",662,"Rec",0,186,848,"GasA","Ex","Y","SBrkr",848,0,0,848,1,0,1,0,1,1,"Gd",3,"Typ",1,"Fa","2Types","2004","Fin",2,420,"Po","Po","Y",149,0,0,0,0,0,"0","0","0",0,1,2008,"WD","Normal",149000
205,50,"RM",50,3500,"Pave","0","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","1.5Fin",5,7,1947,1950,"Gable","CompShg","AsbShng","AsbShng","None",0,"TA","TA","CBlock","Gd","Po","Mn","GLQ",312,"Rec",0,408,720,"GasA","TA","Y","SBrkr",720,564,0,1284,0,0,1,1,2,1,"TA",5,"Typ",0,"0","CarPort","1948","RFn",1,240,"Po","Po","Y",0,35,0,0,0,0,"0","MnPrv","0",0,4,2009,"WD","Normal",110000
206,20,"RL",99,11851,"Pave","0","Reg","Lvl","AllPub","Corner","Gtl","Gilbert","Norm","Norm","1Fam","1Story",7,5,1990,1990,"Gable","CompShg","HdBoard","HdBoard","None",0,"TA","TA","PConc","Fa","Po","Mn","Rec",0,"Rec",0,1424,1424,"GasA","Ex","Y","SBrkr",1442,0,0,1442,0,0,2,0,3,1,"TA",5,"Typ",0,"0","2Types","1990","Fin",2,500,"Po","Po","Y",0,34,0,508,0,0,"0","0","0",0,5,2009,"WD","Normal",180500
207,20,"RL",40,13673,"Pave","0","IR1","Lvl","AllPub","CulDSac","Gtl","Sawyer","RRAe","Norm","1Fam","1Story",5,5,1962,1962,"Gable","CompShg","HdBoard","HdBoard","None",0,"TA","Gd","CBlock","Gd","Po","Mn","Rec",0,"Rec",0,1140,1140,"GasA","TA","Y","SBrkr",1696,0,0,1696,0,0,1,1,3,1,"TA",8,"Min2",1,"Po","2Types","1962","Fin",1,349,"Po","Po","Y",0,30,0,0,0,0,"0","0","0",0,3,2007,"WD","Normal",143900
